customer_id,customer_name,gender,age,state,region,customer_segment,created_date
C00096,Oliver Martinez,Male,21,IL,Midwest,Individual,2021-09-21
C00097,Sophia Martinez,Male,53,PA,Northeast,Individual,2022-12-27
C00098,Harper Martinez,Other,25,NC,South,Family,2024-11-20
C00099,Emma Wilson,Male,55,TX,South,Family,2023-10-21
C00100,Harper Martinez,Male,58,AZ,West,Family,2022-01-16
C00101,Amelia Lopez,Female,72,NC,South,Family,2025-06-03
C00102,Mia Wilson,Male,21,OH,Midwest,Small Business,2023-10-12
C00103,Isabella Miller,Male,26,TX,South,Enterprise,2024-01-29
C00104,Olivia Garcia,Male,66,CA,West,Family,2022-09-29
C00105,Noah Williams,Female,33,OH,Midwest,Family,2022-04-09
C00106,Lucas Hernandez,Male,50,FL,South,Small Business,2023-01-11
C00107,Emma Wilson,Male,66,NY,Northeast,Family,2024-10-31
C00108,Olivia Jones,Other,42,GA,South,Family,2024-06-26
C00109,Amelia Gonzalez,Other,33,OH,Midwest,Family,2023-10-13
C00110,Emma Garcia,Other,56,FL,South,Individual,2021-06-08
C00111,Liam Anderson,Other,48,GA,South,Family,2022-12-29
C00112,Liam Johnson,Female,54,FL,South,Enterprise,2023-09-05
C00113,Noah Gonzalez,Male,66,OH,Midwest,Small Business,2021-12-30
C00114,Olivia Wilson,Male,27,TX,South,Small Business,2022-03-12
C00115,Liam Lopez,Female,43,IL,Midwest,Enterprise,2022-10-25
C00116,Olivia Lopez,Female,52,OH,Midwest,Family,2024-11-30
C00117,Noah Garcia,Male,74,IL,Midwest,Individual,2024-04-30
C00118,Leo Williams,Other,37,FL,South,Individual,2025-02-02
C00119,Mia Johnson,Other,53,CA,West,Small Business,2025-05-18
C00120,Liam Gonzalez,Other,53,FL,South,Enterprise,2025-02-09
C00121,Noah Hernandez,Female,73,IL,Midwest,Individual,2024-07-31
C00122,Lucas Miller,Other,69,NC,South,Enterprise,2021-12-06
C00123,Isabella Williams,Female,76,TX,South,Enterprise,2024-02-02
C00124,Mia Anderson,Male,42,AZ,West,Small Business,2024-11-20
C00125,Liam Wilson,Female,76,NY,Northeast,Individual,2022-10-09
C00126,Leo Wilson,Male,24,CA,West,Family,2023-12-06
C00127,Lucas Williams,Female,37,NC,South,Individual,2024-01-10
C00128,Emma Williams,Other,60,NC,South,Small Business,2021-04-01
C00129,Olivia Jones,Male,51,AZ,West,Individual,2024-10-01
C00130,Levi Williams,Other,33,NY,Northeast,Small Business,2021-04-02
C00131,Olivia Jones,Other,59,OH,Midwest,Individual,2023-01-04
C00132,Ethan Martinez,Male,72,TX,South,Individual,2023-04-04
C00133,Mia Anderson,Other,50,AZ,West,Family,2022-08-11
C00134,Leo Rodriguez,Other,66,PA,Northeast,Small Business,2025-05-16
C00135,Ava Anderson,Other,68,IL,Midwest,Enterprise,2025-01-19
C00136,Amelia Johnson,Male,37,IL,Midwest,Enterprise,2024-01-20
C00137,Elijah Anderson,Other,76,OH,Midwest,Enterprise,2023-07-19
C00138,Isabella Smith,Female,53,GA,South,Individual,2025-03-23
C00139,Evelyn Miller,Other,31,NC,South,Individual,2025-01-17
C00140,Emma Miller,Female,63,IL,Midwest,Individual,2025-03-16
C00141,Emma Rodriguez,Female,56,OH,Midwest,Individual,2022-06-05
C00142,Noah Davis,Other,47,IL,Midwest,Family,2021-08-13
C00143,Liam Rodriguez,Female,46,OH,Midwest,Individual,2022-02-03
C00144,James Garcia,Other,37,PA,Northeast,Small Business,2024-02-25
C00145,Levi Williams,Female,69,TX,South,Family,2024-11-06
C00146,Emma Davis,Other,56,FL,South,Small Business,2021-11-18
C00147,Mia Martinez,Female,46,GA,South,Individual,2024-09-22
C00148,Levi Martinez,Male,35,GA,South,Small Business,2024-09-26
C00149,Mateo Smith,Male,25,NY,Northeast,Family,2023-10-07
C00150,Emma Gonzalez,Male,30,AZ,West,Family,2023-11-05
C00151,Ava Wilson,Other,45,NC,South,Individual,2022-08-01
C00152,Leo Jones,Other,75,PA,Northeast,Individual,2022-06-29
C00153,Lucas Garcia,Other,74,AZ,West,Small Business,2024-01-15
C00154,James Hernandez,Male,56,AZ,West,Individual,2022-09-02
C00155,Ethan Wilson,Female,28,AZ,West,Small Business,2024-05-18
C00156,Noah Davis,Female,43,PA,Northeast,Enterprise,2024-09-11
C00157,Amelia Martinez,Male,34,PA,Northeast,Individual,2024-12-12
C00158,Ethan Anderson,Female,72,AZ,West,Enterprise,2023-03-24
C00159,Noah Johnson,Male,67,GA,South,Individual,2021-05-02
C00160,Sophia Anderson,Male,49,GA,South,Small Business,2024-02-21
C00161,Liam Anderson,Other,36,IL,Midwest,Small Business,2024-10-29
C00162,Isabella Williams,Male,73,IL,Midwest,Family,2024-06-05
C00163,Oliver Williams,Female,46,AZ,West,Enterprise,2023-08-11
C00164,Ava Smith,Other,71,GA,South,Family,2025-06-11
C00165,Amelia Garcia,Female,24,PA,Northeast,Individual,2022-02-18
C00166,Evelyn Wilson,Male,40,TX,South,Family,2021-01-03
C00167,Leo Jones,Male,65,CA,West,Small Business,2021-05-11
C00168,Harper Smith,Other,77,AZ,West,Small Business,2023-01-30
C00169,James Garcia,Female,23,NC,South,Family,2024-10-02
C00170,Ethan Smith,Female,22,AZ,West,Individual,2023-11-17
C00171,Mia Williams,Male,22,FL,South,Enterprise,2024-09-20
C00172,Mateo Martinez,Female,65,GA,South,Family,2023-05-23
C00173,Mia Garcia,Other,66,PA,Northeast,Individual,2022-11-05
C00174,Sophia Johnson,Other,76,PA,Northeast,Enterprise,2025-06-09
C00175,Levi Gonzalez,Male,60,IL,Midwest,Family,2024-11-30
C00176,Lucas Wilson,Female,21,NC,South,Individual,2023-10-29
C00177,James Anderson,Female,64,PA,Northeast,Family,2023-06-20
C00178,James Martinez,Other,57,AZ,West,Family,2023-11-18
C00179,Ava Miller,Female,62,CA,West,Individual,2025-05-22
C00180,Leo Hernandez,Other,21,PA,Northeast,Enterprise,2022-09-13
C00181,Ethan Brown,Other,30,AZ,West,Enterprise,2023-03-01
C00182,Lucas Garcia,Other,26,CA,West,Small Business,2025-03-11
C00183,Noah Jones,Female,54,TX,South,Small Business,2025-04-24
C00184,Olivia Williams,Male,40,OH,Midwest,Family,2024-06-12
C00185,Evelyn Williams,Female,72,PA,Northeast,Small Business,2024-05-11
C00186,Noah Wilson,Other,70,FL,South,Small Business,2023-01-30
C00187,Liam Hernandez,Female,34,CA,West,Enterprise,2023-04-27
C00188,Harper Miller,Female,43,FL,South,Small Business,2021-04-26
C00189,Oliver Jones,Other,58,GA,South,Small Business,2021-05-08
C00190,Elijah Lopez,Male,67,AZ,West,Individual,2022-06-22
C00191,Liam Hernandez,Other,72,TX,South,Family,2023-06-08
C00192,Elijah Johnson,Female,42,TX,South,Family,2022-06-04
C00193,Luna Anderson,Female,61,PA,Northeast,Individual,2024-08-07
C00194,Mateo Hernandez,Other,59,CA,West,Individual,2023-07-14
C00195,James Jones,Male,35,TX,South,Enterprise,2022-02-16
C00196,Evelyn Gonzalez,Other,37,IL,Midwest,Small Business,2021-02-09
C00197,Sophia Davis,Other,31,CA,West,Family,2024-10-17
C00198,Mia Smith,Other,61,GA,South,Small Business,2022-06-24
C00199,Ethan Brown,Male,44,PA,Northeast,Family,2022-01-03
C00200,Lucas Jones,Other,39,OH,Midwest,Small Business,2024-11-11
C00201,Harper Miller,Female,42,OH,Midwest,Individual,2021-08-24
C00202,Luna Miller,Female,74,OH,Midwest,Family,2022-04-25
C00203,Lucas Hernandez,Male,33,GA,South,Small Business,2023-04-26
C00204,Olivia Williams,Male,76,OH,Midwest,Enterprise,2021-12-03
C00205,Ethan Miller,Other,48,OH,Midwest,Family,2022-05-29
C00206,Isabella Martinez,Female,48,IL,Midwest,Individual,2025-01-07
C00207,Mateo Gonzalez,Other,53,FL,South,Family,2023-07-02
C00208,Noah Miller,Female,33,NY,Northeast,Enterprise,2021-05-02
C00209,Noah Williams,Male,37,CA,West,Small Business,2024-07-05
C00210,Harper Williams,Female,63,PA,Northeast,Individual,2021-03-18
C00211,Mateo Smith,Female,29,PA,Northeast,Family,2021-06-01
C00212,Levi Anderson,Female,58,NY,Northeast,Enterprise,2024-03-20
C00213,Levi Williams,Other,68,CA,West,Family,2022-08-13
C00214,Harper Wilson,Female,71,AZ,West,Individual,2025-05-09
C00215,Oliver Williams,Other,76,OH,Midwest,Enterprise,2024-08-13
C00216,Oliver Hernandez,Other,62,GA,South,Individual,2022-08-12
C00217,Levi Davis,Other,56,NC,South,Family,2025-02-08
C00218,Mateo Anderson,Male,52,NY,Northeast,Small Business,2024-01-27
C00219,Elijah Anderson,Other,78,FL,South,Small Business,2024-09-05
C00220,Emma Smith,Female,74,AZ,West,Enterprise,2025-01-05
C00221,Levi Johnson,Female,55,CA,West,Enterprise,2021-12-16
C00222,Ethan Brown,Other,63,FL,South,Individual,2024-11-23
C00223,Harper Gonzalez,Male,75,IL,Midwest,Small Business,2024-04-28
C00224,Mateo Gonzalez,Other,32,FL,South,Family,2022-04-28
C00225,Oliver Hernandez,Male,28,NY,Northeast,Family,2024-02-07
C00226,James Martinez,Other,40,OH,Midwest,Small Business,2023-12-07
C00227,Ava Brown,Male,60,FL,South,Enterprise,2022-07-18
C00228,Leo Lopez,Male,27,NY,Northeast,Individual,2022-11-18
C00229,Sophia Gonzalez,Female,51,PA,Northeast,Individual,2021-02-21
C00230,Liam Jones,Female,34,TX,South,Individual,2021-11-25
C00231,James Gonzalez,Male,61,IL,Midwest,Enterprise,2024-04-11
C00232,Amelia Hernandez,Male,77,NY,Northeast,Enterprise,2024-07-28
C00233,Mia Johnson,Female,40,CA,West,Individual,2023-07-12
C00234,Mateo Lopez,Other,54,OH,Midwest,Enterprise,2024-01-21
C00235,James Rodriguez,Other,77,GA,South,Individual,2024-11-26
C00236,Mia Johnson,Other,57,FL,South,Small Business,2021-12-04
C00237,Isabella Miller,Female,23,OH,Midwest,Individual,2022-06-22
C00238,Oliver Gonzalez,Male,55,NY,Northeast,Enterprise,2024-10-23
C00239,Elijah Lopez,Male,25,NC,South,Small Business,2023-02-05
C00240,Amelia Garcia,Male,48,AZ,West,Family,2025-04-14
C00241,Oliver Jones,Male,55,OH,Midwest,Individual,2022-01-31
C00242,Harper Wilson,Other,29,CA,West,Enterprise,2022-09-19
C00243,Luna Smith,Other,68,GA,South,Individual,2023-09-05
C00244,Leo Wilson,Male,63,CA,West,Enterprise,2021-01-25
C00245,Liam Garcia,Male,58,GA,South,Enterprise,2025-03-04
C00246,Isabella Rodriguez,Male,49,NY,Northeast,Small Business,2021-12-27
C00247,Levi Rodriguez,Female,31,NY,Northeast,Individual,2023-02-22
C00248,Levi Johnson,Other,41,IL,Midwest,Enterprise,2022-10-15
C00249,Noah Hernandez,Female,44,OH,Midwest,Family,2022-06-28
C00250,Mateo Johnson,Female,41,GA,South,Individual,2024-01-29
C00251,Leo Jones,Male,53,GA,South,Small Business,2024-08-24
C00252,Oliver Davis,Female,62,PA,Northeast,Individual,2022-08-17
C00253,Oliver Martinez,Other,36,IL,Midwest,Small Business,2021-12-21
C00254,Levi Lopez,Female,57,IL,Midwest,Small Business,2023-03-17
C00255,Oliver Hernandez,Female,56,NY,Northeast,Individual,2023-01-12
C00256,Mateo Williams,Male,32,NY,Northeast,Individual,2024-03-23
C00257,Elijah Martinez,Male,52,GA,South,Small Business,2025-06-08
C00258,Liam Gonzalez,Female,63,PA,Northeast,Individual,2024-06-25
C00259,Noah Garcia,Other,41,NC,South,Enterprise,2023-09-28
C00260,Evelyn Rodriguez,Other,57,NC,South,Enterprise,2021-03-04
C00261,Ethan Lopez,Male,51,CA,West,Enterprise,2023-09-03
C00262,Liam Brown,Other,37,AZ,West,Individual,2022-11-03
C00263,Evelyn Brown,Male,53,TX,South,Small Business,2021-05-24
C00264,Ava Gonzalez,Male,74,TX,South,Enterprise,2024-02-18
C00265,Levi Hernandez,Male,75,OH,Midwest,Enterprise,2024-02-02
C00266,Leo Martinez,Other,43,GA,South,Enterprise,2024-11-20
C00267,Isabella Brown,Male,31,IL,Midwest,Enterprise,2021-08-27
C00268,Emma Smith,Female,58,TX,South,Enterprise,2021-01-27
C00269,Amelia Jones,Female,39,GA,South,Enterprise,2024-05-27
C00270,Emma Garcia,Other,69,OH,Midwest,Enterprise,2021-12-29
C00271,Oliver Lopez,Female,78,NC,South,Family,2023-09-21
C00272,Amelia Williams,Other,45,NC,South,Individual,2024-11-18
C00273,Luna Lopez,Male,54,NC,South,Small Business,2022-01-09
C00274,Sophia Lopez,Other,75,OH,Midwest,Individual,2023-02-21
C00275,Ava Jones,Other,30,AZ,West,Enterprise,2022-09-02
C00276,Elijah Miller,Male,65,NC,South,Individual,2021-04-20
C00277,Isabella Garcia,Other,66,CA,West,Enterprise,2021-12-06
C00278,James Miller,Female,68,PA,Northeast,Individual,2023-05-10
C00279,Amelia Johnson,Female,52,CA,West,Small Business,2023-08-18
C00280,Amelia Gonzalez,Male,62,FL,South,Enterprise,2025-05-28
C00281,Noah Brown,Female,78,AZ,West,Individual,2024-12-24
C00282,Lucas Jones,Male,49,CA,West,Enterprise,2025-05-28
C00283,Olivia Williams,Other,77,PA,Northeast,Small Business,2021-06-03
C00284,Lucas Brown,Female,32,IL,Midwest,Small Business,2025-03-07
C00285,Ethan Johnson,Other,55,NC,South,Small Business,2022-11-25
C00286,James Gonzalez,Female,29,TX,South,Small Business,2024-06-15
C00287,Isabella Miller,Other,46,CA,West,Family,2022-01-04
C00288,Elijah Martinez,Female,46,NC,South,Enterprise,2022-12-13
C00289,Ethan Davis,Other,53,AZ,West,Family,2023-08-02
C00290,Mia Hernandez,Female,62,NC,South,Enterprise,2024-06-18
C00291,Emma Brown,Other,75,AZ,West,Individual,2023-05-31
C00292,Harper Garcia,Male,75,IL,Midwest,Enterprise,2022-06-08
C00293,Lucas Anderson,Other,77,FL,South,Family,2022-02-27
C00294,James Jones,Female,44,TX,South,Small Business,2025-01-28
C00295,Sophia Jones,Other,60,NY,Northeast,Enterprise,2022-11-11
C00296,Mia Jones,Other,78,FL,South,Small Business,2022-08-05
C00297,Elijah Rodriguez,Other,53,IL,Midwest,Family,2022-08-09
C00298,Evelyn Johnson,Female,52,PA,Northeast,Individual,2025-03-09
C00299,James Anderson,Male,71,TX,South,Enterprise,2023-10-22
C00300,Emma Garcia,Male,69,OH,Midwest,Family,2023-12-16
C00301,Harper Martinez,Other,71,CA,West,Individual,2022-11-16
C00302,Ava Johnson,Male,36,PA,Northeast,Small Business,2023-04-30
C00303,Harper Wilson,Male,65,NY,Northeast,Family,2024-09-04
C00304,Liam Anderson,Female,74,AZ,West,Family,2022-09-11
C00305,Olivia Smith,Female,72,IL,Midwest,Family,2025-05-31
C00306,Elijah Anderson,Male,69,NC,South,Enterprise,2021-12-04
C00307,Luna Jones,Male,71,CA,West,Small Business,2025-03-06
C00308,Leo Anderson,Male,37,PA,Northeast,Individual,2025-02-01
C00309,Evelyn Brown,Other,74,GA,South,Individual,2025-06-12
C00310,Harper Williams,Male,52,NY,Northeast,Enterprise,2023-10-30
C00311,Olivia Rodriguez,Female,65,NC,South,Individual,2023-04-16
C00312,Amelia Johnson,Female,40,TX,South,Enterprise,2023-01-31
C00313,Mateo Martinez,Female,62,NY,Northeast,Individual,2021-09-30
C00314,Harper Anderson,Male,34,PA,Northeast,Family,2024-12-01
C00315,Levi Gonzalez,Male,71,FL,South,Family,2023-04-25
C00316,Evelyn Williams,Male,34,IL,Midwest,Small Business,2022-01-20
C00317,Sophia Lopez,Male,40,FL,South,Small Business,2021-12-30
C00318,Levi Smith,Female,37,FL,South,Family,2022-01-06
C00319,Emma Johnson,Other,56,PA,Northeast,Small Business,2022-07-10
C00320,Leo Rodriguez,Female,47,IL,Midwest,Enterprise,2022-05-09
C00321,Liam Rodriguez,Male,67,AZ,West,Family,2021-10-31
C00322,Luna Gonzalez,Male,39,TX,South,Family,2021-06-26
C00323,Noah Brown,Female,42,TX,South,Enterprise,2022-02-24
C00324,Elijah Davis,Female,75,FL,South,Small Business,2025-02-12
C00325,Emma Johnson,Female,24,NY,Northeast,Small Business,2022-01-16
C00326,Luna Johnson,Male,54,NY,Northeast,Family,2023-06-19
C00327,James Garcia,Male,31,PA,Northeast,Enterprise,2021-07-07
C00328,Liam Davis,Male,44,PA,Northeast,Individual,2023-05-15
C00329,Elijah Anderson,Male,60,GA,South,Enterprise,2024-10-16
C00330,Emma Johnson,Other,34,FL,South,Small Business,2022-12-27
C00331,Liam Smith,Male,30,IL,Midwest,Enterprise,2021-06-07
C00332,Luna Martinez,Male,34,OH,Midwest,Enterprise,2025-01-20
C00333,Ava Martinez,Female,54,OH,Midwest,Enterprise,2021-09-10
C00334,Harper Lopez,Male,44,AZ,West,Small Business,2022-05-17
C00335,Mateo Gonzalez,Female,47,FL,South,Family,2022-07-07
C00336,Ava Martinez,Female,62,CA,West,Individual,2021-08-14
C00337,Sophia Brown,Male,71,CA,West,Enterprise,2025-03-19
C00338,Lucas Jones,Female,68,IL,Midwest,Small Business,2024-10-18
C00339,Ethan Martinez,Female,24,NY,Northeast,Small Business,2024-11-08
C00340,Ava Brown,Male,33,TX,South,Family,2023-01-18
C00341,Evelyn Johnson,Male,39,CA,West,Small Business,2025-05-01
C00342,Amelia Smith,Female,55,OH,Midwest,Family,2023-08-28
C00343,Elijah Wilson,Female,73,IL,Midwest,Individual,2022-11-02
C00344,Elijah Miller,Female,71,GA,South,Small Business,2022-02-20
C00345,Emma Davis,Other,31,AZ,West,Enterprise,2024-09-11
C00346,Isabella Williams,Male,25,AZ,West,Family,2023-09-14
C00347,Amelia Hernandez,Other,78,AZ,West,Small Business,2021-09-20
C00348,James Garcia,Male,76,IL,Midwest,Individual,2023-07-25
C00349,Olivia Jones,Male,30,TX,South,Individual,2023-09-23
C00350,Evelyn Anderson,Male,23,PA,Northeast,Family,2024-09-21
C00351,Isabella Gonzalez,Other,47,CA,West,Individual,2022-03-07
C00352,Evelyn Garcia,Other,40,OH,Midwest,Family,2024-04-12
C00353,Ava Anderson,Other,62,PA,Northeast,Enterprise,2023-08-26
C00354,Amelia Lopez,Other,28,FL,South,Family,2024-02-10
C00355,James Williams,Male,78,AZ,West,Enterprise,2022-03-06
C00356,Mia Wilson,Female,36,NY,Northeast,Enterprise,2021-08-01
C00357,Emma Rodriguez,Male,29,OH,Midwest,Small Business,2025-01-15
C00358,Liam Lopez,Male,69,TX,South,Small Business,2024-10-18
C00359,Elijah Anderson,Other,65,IL,Midwest,Family,2021-11-10
C00360,Amelia Williams,Male,26,TX,South,Individual,2023-07-01
C00361,Amelia Johnson,Male,39,GA,South,Family,2021-02-11
C00362,Leo Williams,Other,40,AZ,West,Small Business,2025-02-09
C00363,Emma Wilson,Other,70,NY,Northeast,Small Business,2021-12-09
C00364,Liam Wilson,Other,54,OH,Midwest,Family,2025-04-12
C00365,Amelia Martinez,Male,36,IL,Midwest,Individual,2023-06-24
C00366,Mateo Brown,Male,42,GA,South,Individual,2021-06-17
C00367,Olivia Williams,Other,74,AZ,West,Small Business,2024-07-15
C00368,Mateo Johnson,Male,44,IL,Midwest,Family,2021-07-24
C00369,James Davis,Male,29,CA,West,Individual,2022-02-24
C00370,Oliver Wilson,Other,58,NY,Northeast,Small Business,2022-11-29
C00371,Evelyn Williams,Other,54,TX,South,Small Business,2025-02-19
C00372,Lucas Gonzalez,Other,75,TX,South,Individual,2022-06-09
C00373,James Rodriguez,Other,51,TX,South,Enterprise,2022-09-23
C00374,Ethan Martinez,Other,63,TX,South,Family,2025-06-14
C00375,Ethan Wilson,Other,60,AZ,West,Enterprise,2021-02-27
C00376,Olivia Johnson,Female,26,TX,South,Small Business,2022-03-02
C00377,Emma Miller,Male,56,AZ,West,Small Business,2024-04-15
C00378,James Rodriguez,Other,36,AZ,West,Small Business,2022-04-06
C00379,Amelia Johnson,Other,60,NY,Northeast,Family,2022-10-02
C00380,Amelia Gonzalez,Other,44,IL,Midwest,Small Business,2024-08-20
C00381,Sophia Gonzalez,Other,26,PA,Northeast,Family,2023-04-06
C00382,Mia Gonzalez,Male,62,IL,Midwest,Family,2024-11-22
C00383,Isabella Smith,Other,72,GA,South,Enterprise,2021-01-22
C00384,Emma Smith,Other,27,GA,South,Individual,2023-05-31
C00385,Elijah Garcia,Female,23,GA,South,Small Business,2022-03-29
C00386,Evelyn Garcia,Male,78,NC,South,Enterprise,2022-04-19
C00387,Liam Williams,Female,76,TX,South,Individual,2023-02-27
C00388,Amelia Rodriguez,Other,42,AZ,West,Enterprise,2022-10-25
C00389,Levi Rodriguez,Other,53,NY,Northeast,Small Business,2023-11-25
C00390,Leo Jones,Other,57,CA,West,Small Business,2025-01-07
C00391,Mateo Jones,Other,58,CA,West,Small Business,2022-04-11
C00392,Olivia Smith,Female,22,NY,Northeast,Enterprise,2024-08-17
C00393,Noah Martinez,Female,30,NY,Northeast,Small Business,2021-07-06
C00394,Mateo Rodriguez,Male,68,GA,South,Small Business,2022-02-06
C00395,Sophia Brown,Other,74,FL,South,Individual,2023-02-05
